"stateroute","scale","focal_rte","trend_tmax","trend_tmin","cwm_all","cwm_core"
34067,19,34067,0.0338514571643194,0.0431209323437981,7.72804253343839,8.52123588882666
34067,20,34067,0.0337839217219768,0.0430382249443063,7.70018910631109,8.50745732966961
34067,21,34067,0.0326150911320777,0.0438333714390311,7.6952639079008,8.53148184963482
34067,22,34067,0.0324392468871581,0.0441875890597989,7.70167539891629,8.53634630308228
34067,23,34067,0.0323891357739911,0.0429389304848503,7.70987500125079,8.5548286685916
34067,24,34067,0.0331736436201566,0.0430742658631432,7.73119496511713,8.59211518862612
34067,25,34067,0.0325831877472925,0.0427020112467007,7.71923998423104,8.59542760668167
34070,1,34070,0.0455467006809952,0.0436474176364021,8.81795154437356,9.67765768841576
34070,2,34070,0.0459208005758948,0.0392964656391259,8.48014505383913,9.25247399134356
34070,3,34070,0.0403718838768014,0.0430521458372915,8.57880967712075,9.2998412623236
34070,4,34070,0.0389739824863554,0.0388019195299436,8.50628756464276,9.31327222590748
34070,5,34070,0.0371705168668087,0.0406308995917712,8.34446662950431,9.11424342897726
34070,6,34070,0.0371705168668087,0.0406308995917712,8.17715640569614,8.92925377022479
34070,7,34070,0.0357948009606954,0.0415796245563923,8.09478896506666,8.84380146088827
34070,8,34070,0.0367041286423851,0.0428686418193087,8.25424104104886,8.97024855237077
34070,9,34070,0.0357538778025624,0.0408197939653924,8.0901449030127,8.8554822055663
34070,10,34070,0.0332689111947212,0.0399545359582611,8.04885226710814,8.74174685099728
34070,11,34070,0.0330983917659669,0.0389898073193924,7.91809424213095,8.62241008098854
34070,12,34070,0.032755422603645,0.0407285727027307,7.89563516261416,8.58976040570132
34070,13,34070,0.032755422603645,0.0407285727027307,7.88814325742918,8.58637989207913
34070,14,34070,0.031928659825117,0.0406095335301536,7.86852737955733,8.52429590586535
34070,15,34070,0.0316925925134472,0.0420915965384586,7.87824904139034,8.53101666791581
34070,16,34070,0.0314453638125603,0.0409090236842541,7.82169458809445,8.45919634853828
34070,17,34070,0.0304036821245675,0.0418441236772748,7.81749536558074,8.44817791423392
34070,18,34070,0.0304682660307707,0.0404297670449967,7.84199159515608,8.48168485609357
34070,19,34070,0.030234086645837,0.0407825781092103,7.78871518128882,8.43277173429927
34070,20,34070,0.0301322248804531,0.040989813375034,7.74964022520426,8.40499614641372
34070,21,34070,0.0307689672295631,0.0402663801915531,7.76453904969015,8.40765999456535
34070,22,34070,0.0316659809573371,0.0402734443278893,7.74880995068497,8.30543767905192
34070,23,34070,0.0327077645868353,0.0407329671635309,7.78683960906046,8.32619103928442
34070,24,34070,0.0327077645868353,0.0407329671635309,7.79599222820522,8.32251004370236
34070,25,34070,0.0334618640001114,0.0408828102189124,7.81851422760325,8.34629367960951
34071,1,34071,0.0289162214301268,0.0463232493794986,9.06519327580106,10.0082873621922
34071,2,34071,0.0294364379093743,0.0471350346092893,8.55041069717085,9.38901413870603
34071,3,34071,0.0294364379093743,0.0471350346092893,8.38655834497961,9.27764260101125
34071,4,34071,0.0294364379093743,0.0471350346092893,8.07751838902125,8.98075679710698
34071,5,34071,0.029399535599727,0.0507954319182315,8.05461087029902,8.95496275041819
34071,6,34071,0.0293251821807467,0.0447160386856677,7.84007630046515,8.75430794384632
34071,7,34071,0.0292321026992802,0.0477481014761571,7.90696530044456,8.80368988236133
34071,8,34071,0.0301567986352364,0.0441319579981147,7.95692738872284,8.8384539154676
34071,9,34071,0.0323553560703442,0.0440627379464413,7.89559673018872,8.69180510877806
34071,10,34071,0.0340977991204006,0.0429230849083676,7.87667785962499,8.63189376677458
34071,11,34071,0.0320669479395418,0.0442578003162782,7.88724907705861,8.61519848425035
34071,12,34071,0.0320166248363045,0.0428627452416078,7.776587533717,8.51283186932801
34071,13,34071,0.0315139513499951,0.0431868188684279,7.69977786063615,8.42567671662465
34071,14,34071,0.0324011299652061,0.0438048127457929,7.8421691889307,8.58279598298051
34071,15,34071,0.0320803807910382,0.0423994868868546,7.78417826513423,8.50227306935457
34071,16,34071,0.0321013807352869,0.0428333519494935,7.74253217629835,8.46682256148015
34071,17,34071,0.0319128920515089,0.0433486955684354,7.77206889043659,8.49021493711383
34071,18,34071,0.0316933722275976,0.0434214529012858,7.72766072877679,8.45279369220773
34071,19,34071,0.0310163276505123,0.0429192888659987,7.72905658801406,8.46569323537002
34071,20,34071,0.0311100513724001,0.0428523787374676,7.70886050079088,8.46101752624628
34071,21,34071,0.0311100513724001,0.0428523787374676,7.66988098932855,8.44980918622472
34071,22,34071,0.0304665008728524,0.0432091892163953,7.58521244805291,8.39826782691399
34071,23,34071,0.0304665008728524,0.0432091892163953,7.58134894519387,8.39570858878208
34071,24,34071,0.0304665008728524,0.0432091892163953,7.55989182663618,8.34286194024395
34071,25,34071,0.0310052534407454,0.0431180955359565,7.55211423759879,8.31443436354342
34074,1,34074,0.0421600947325253,0.050602745396809,10.6311709196499,11.3305663113279
34074,2,34074,0.0421600947325253,0.050602745396809,9.28028938110319,10.004831616117
34074,3,34074,0.0368619058198486,0.0404549974831911,8.66192886982366,9.43465078691096
34074,4,34074,0.0343326207061045,0.0438245004000014,8.68804346377075,9.44931502656935
34074,5,34074,0.0332386291267342,0.0448550802597709,8.39741102551327,9.20979463837378
34074,6,34074,0.0357002434375856,0.0446135477350972,8.28046739012888,9.08563034660001
34074,7,34074,0.0323868926134332,0.0463338770425084,8.26325358966143,9.03373541255875
34074,8,34074,0.0347186567808056,0.0454872750247606,8.22638195586797,8.87552333105314
34074,9,34074,0.0370717543303038,0.0460417936312109,8.26559941293261,8.86930312449455
34074,10,34074,0.0384302207023722,0.0458182070479567,8.27008047818769,8.84962158510718
34074,11,34074,0.0384302207023722,0.0458182070479567,8.26010947565444,8.8455735355296
34074,12,34074,0.0372359202808255,0.0458791418568238,8.15675728634835,8.75419136180163
34074,13,34074,0.0380594639344585,0.0448851756554625,8.10389548903257,8.65403399475961
34074,14,34074,0.0372545565123307,0.0448541454253436,8.03062045503855,8.60142364071307
34074,15,34074,0.036613146121392,0.0449671534218171,7.98580849247206,8.54868711350904
34074,16,34074,0.0367919357150461,0.04488681308047,7.92477329888375,8.50510713836502
34074,17,34074,0.0352317518895087,0.0440965236685197,7.91972340031819,8.47088366619478
34074,18,34074,0.0352035347911033,0.0429686934772307,7.91248357669788,8.45563068041908
34074,19,34074,0.0352035347911033,0.0429686934772307,7.90516091741765,8.44619885667424
34074,20,34074,0.0344855310615016,0.0431485684828258,7.9258593698068,8.48941605009319
34074,21,34074,0.0338382387392685,0.0429347648244358,7.87496385938906,8.43211131512721
34074,22,34074,0.0335889694331919,0.042068611885675,7.81441753057719,8.38416461309097
34074,23,34074,0.0333758075105535,0.0428709926181969,7.79832420221098,8.36924402937425
34074,24,34074,0.0333758075105535,0.0428709926181969,7.76916187046794,8.35441310877204
34074,25,34074,0.032747607839439,0.0424906912697784,7.76345250500698,8.35942836276366
34075,1,34075,0.0315637169071725,0.0303072495695732,8.23614724218412,9.21036045169442
34075,2,34075,0.0236919276999195,0.0426213865745688,8.48580322852867,9.25077240133844
34075,3,34075,0.0246236906289134,0.0438901094285884,8.12221964849055,8.93126087475807
34075,4,34075,0.0255679116889166,0.0440457852949506,7.86427758429713,8.76465586928026
34075,5,34075,0.0288863482976383,0.0453571773153227,8.36560404878203,9.22855579745166
34075,6,34075,0.0288863482976383,0.0453571773153227,8.18246403815563,8.96776817349651
34075,7,34075,0.0290647326461358,0.0457887844026153,8.0112632873654,8.86250817483081
34075,8,34075,0.0290647326461358,0.0457887844026153,7.98039248688046,8.79322127306145
34075,9,34075,0.0318710910945511,0.045020052761995,8.05781046897637,8.7308205266705
34075,10,34075,0.0340494486675967,0.044896235464486,8.10082295439417,8.69609566466038
34075,11,34075,0.0334790900856557,0.0450547925661541,8.04294526058882,8.62960479709566
34075,12,34075,0.0354855247947688,0.0455416556971749,8.1039406813479,8.66651373692813
34075,13,34075,0.0349208453114823,0.0459981875641245,8.08656623287666,8.67075540705046
34075,14,34075,0.035270458238238,0.0458185376540274,8.01621853817575,8.61679117242135
34075,15,34075,0.035270458238238,0.0458185376540274,7.95022534419167,8.59264990949042
34075,16,34075,0.034326382326672,0.0458345400323599,7.97581027663611,8.65152795550715
34075,17,34075,0.0333161846188482,0.0450524060515776,7.9503047211277,8.63557033337656
34075,18,34075,0.034131552356325,0.0449587401572326,7.90220020021984,8.61068111222963
34075,19,34075,0.034131552356325,0.0449587401572326,7.88657726882165,8.59883194449934
34075,20,34075,0.0346246946060731,0.0444407198905344,7.88101908363591,8.59036819942441
34075,21,34075,0.0353111773039977,0.0438821783464942,7.85908311947785,8.53622442284717
34075,22,34075,0.0353111773039977,0.0438821783464942,7.84914070530102,8.53734485189716
34075,23,34075,0.035717780083662,0.0434630336455021,7.83581656197573,8.52621247617451
34075,24,34075,0.0357572081846473,0.0435811088190375,7.82949971104704,8.53209810458961
34075,25,34075,0.0354356343244366,0.0443078647048911,7.82012987749949,8.52216602468358
34076,1,34076,0.0426300273379551,0.036337573728632,9.38915203589183,10.6267421419211
34076,2,34076,0.0423259278451229,0.0365039948093471,8.93557354533318,9.72924425966337
34076,3,34076,0.0403729232308767,0.0395714838537896,8.71858813401679,9.42919075561545
34076,4,34076,0.0403729232308767,0.0395714838537896,8.45702552952021,9.2519913375802
34076,5,34076,0.0403729232308767,0.0395714838537896,8.32133094716036,9.25767315219315
34076,6,34076,0.0373798361403891,0.0408068161138517,8.07572422008002,9.06974559193024
34076,7,34076,0.0345033631898875,0.0418507666055513,8.17912342992562,9.15507721870521
34076,8,34076,0.0331673387393897,0.0426135646940639,7.95696805103438,8.93897514400163
34076,9,34076,0.0313125209790685,0.0415094360665419,7.9440510450552,8.88487435862803
34076,10,34076,0.0293759731682687,0.0431876970056696,7.92738280783928,8.8148500114352
34076,11,34076,0.0293759731682687,0.0431876970056696,7.94940250080274,8.81193976600067
34076,12,34076,0.0315241141256875,0.0428788043292923,7.96045984494326,8.74000016073849
34076,13,34076,0.0315280744038363,0.0416216488533205,7.84402778088456,8.61993252067796
34076,14,34076,0.0318842940384016,0.0428807992075676,7.83919434732066,8.63702177062742
34076,15,34076,0.0321632298443688,0.0419664777303577,7.80808464083426,8.58791000881664
34076,16,34076,0.0334812853701034,0.0421251728574011,7.87802775570722,8.61451827540267
34076,17,34076,0.0338837793031354,0.0422478311277976,7.8213095600638,8.56017483724229
34076,18,34076,0.0338794513678659,0.0419465642069007,7.85435267733267,8.5400407322402
34076,19,34076,0.0338059453226551,0.0419320856034966,7.81443566351767,8.51320260438585
34076,20,34076,0.0341220268459294,0.041164178205445,7.84553769937443,8.54840316395263
34076,21,34076,0.0353544457689187,0.0413772435013639,7.80622800733543,8.51000825418187
34076,22,34076,0.0363117611061747,0.0418270424684691,7.81125032545505,8.53929625500607
34076,23,34076,0.0361148920513919,0.0421593702332359,7.78692993605727,8.52537399556932
34076,24,34076,0.0361148920513919,0.0421593702332359,7.77221599337037,8.50688513197758
34076,25,34076,0.0364027588457315,0.0425614357172153,7.89913428895496,8.64408941731576
34078,1,34078,0.0391162004325498,0.0438423886429564,9.13353848350854,10.5904449043718
34078,2,34078,0.0442070760557337,0.0439359515124389,8.80297360616283,9.60083128099207
34078,3,34078,0.0457077979655036,0.0427598553143837,8.82430311864063,9.47211663404782
34078,4,34078,0.0457077979655036,0.0427598553143837,8.77248369037411,9.40911632632182
34078,5,34078,0.047666707768325,0.0445507474548789,8.76409377611998,9.35618974513774
34078,6,34078,0.0427328604922358,0.044845911678373,8.78190458433373,9.43513390783717
34078,7,34078,0.0408713365613914,0.0424228013269063,8.41732236571224,9.07450136157142
34078,8,34078,0.0390897991767538,0.0427213744079251,8.21530413283256,8.95602818570679
34078,9,34078,0.0394735861212251,0.0437065457815354,8.47504713637039,9.17102867669223
34078,10,34078,0.0380306561618557,0.0440088801543237,8.33831448805076,9.02400787703178
34078,11,34078,0.0358096043949372,0.0451015444968475,8.30655368495096,8.9718635095636
34078,12,34078,0.0358693598137959,0.0451565369919229,8.28586593175603,8.95336168299094
34078,13,34078,0.0364327487741426,0.0444216233866488,8.25397786304269,8.91358968849457
34078,14,34078,0.0368626779724616,0.0438253766561419,8.22564710533134,8.87385543277186
34078,15,34078,0.0368626779724616,0.0438253766561419,8.16547911259049,8.78815969262561
34078,16,34078,0.0368626779724616,0.0438253766561419,8.09530614824135,8.76120674410004
34078,17,34078,0.0363206331514721,0.044306671625962,8.05620485720371,8.75021099104732
34078,18,34078,0.0358963679006159,0.044549348173503,7.9792901883512,8.68114006413957
34078,19,34078,0.0349143208078989,0.0439453054314974,7.95915626565858,8.65590361808609
34078,20,34078,0.0349143208078989,0.0439453054314974,7.93589282599626,8.65174999465611
34078,21,34078,0.0345614914327359,0.0440851844872621,7.89115896146912,8.6012038164163
34078,22,34078,0.0351717808354165,0.0440608641066587,7.8636584129132,8.59080273320766
34078,23,34078,0.0357572081846473,0.0435811088190375,7.83726659193751,8.54129154623803
34078,24,34078,0.0346388066920141,0.0430536769731461,7.83158952969788,8.4953757271209
34078,25,34078,0.0346388066920141,0.0430536769731461,7.82344687795431,8.48552487406536
34079,1,34079,0.038872760490272,0.0677908041275451,9.17594668209696,10.0967816069644
34079,2,34079,0.0399303500940802,0.0648346408432975,8.89688853070058,9.57565478812716
34079,3,34079,0.0337845576886354,0.0575589919874476,9.05657610797549,9.78603769909359
34079,4,34079,0.0362639378313328,0.0535467446752235,8.86588716157015,9.56017614662862
34079,5,34079,0.0330583516269414,0.0504484295369799,8.79830256331612,9.40326741047334
34079,6,34079,0.0350366007317255,0.0507456556736324,8.76913419204056,9.34767960131554
34079,7,34079,0.0369882302715162,0.0512002849224831,8.59329357875076,9.23355457209821
34079,8,34079,0.0380801338306296,0.051451349093728,8.53452512278591,9.18448274585224
34079,9,34079,0.0389324079533369,0.0504770746042213,8.51870690565725,9.16469164358935
34079,10,34079,0.0395941475133727,0.0503982509816028,8.45288282170493,9.04394503919999
34079,11,34079,0.0395941475133727,0.0503982509816028,8.50164739260898,9.09839430806696
34079,12,34079,0.0398847295815616,0.0500897261729211,8.45124335319117,9.1136671387956
34079,13,34079,0.0398847295815616,0.0500897261729211,8.37152935141714,9.04002209549576
34079,14,34079,0.0408334998726659,0.0508820695163028,8.41995318231065,9.07873120850384
34079,15,34079,0.0393947246032231,0.0513241094924187,8.40917226982783,9.04242164753204
34079,16,34079,0.0390865190288573,0.0498230869365784,8.35742697413754,8.99486931505747
34079,17,34079,0.041525994679352,0.0506198366240773,8.29478575779886,8.94947125812743
34079,18,34079,0.041525994679352,0.0506198366240773,8.2956773079546,8.93084306587478
34079,19,34079,0.0404777178872508,0.0498036146116173,8.33666773647527,8.94138009387711
34079,20,34079,0.0394148438738895,0.0512522851785573,8.34934138770499,8.9121087103514
34079,21,34079,0.0396822945284046,0.0497603260795172,8.33109883821194,8.89075443507445
34079,22,34079,0.0396822945284046,0.0497603260795172,8.30573864402051,8.84886162660634
34079,23,34079,0.0396822945284046,0.0497603260795172,8.30448967273124,8.86979240734996
34079,24,34079,0.0396822945284046,0.0497603260795172,8.30736819437446,8.87336187250493
34079,25,34079,0.0407390304811292,0.0505552539002831,8.30285056172973,8.87070888883129
34080,1,34080,0.0486980075102585,0.0539280604155879,9.7130961413892,10.2019744739797
34080,2,34080,0.0468129268829533,0.0530799233862415,9.15441184748867,9.68155951754334
34080,3,34080,0.0457759773417775,0.0492232831703449,8.92479729564014,9.48965461669078
34080,4,34080,0.039390984708677,0.0464312546237595,8.86449395224748,9.38841543957168
34080,5,34080,0.0358113823424903,0.045746542554157,8.94062469387473,9.50088003295411
34080,6,34080,0.0383878141312096,0.0480550931773811,8.87501427935405,9.45495272336619
34080,7,34080,0.0394357633616684,0.0487913367652468,8.78828239589317,9.38305346486515
34080,8,34080,0.0439661246647461,0.0504142112007234,8.62877725200251,9.24753272160752
34080,9,34080,0.043400195312027,0.0523449437481479,8.50889747797639,9.14830502635616
34080,10,34080,0.043400195312027,0.0523449437481479,8.50419653735924,9.09291850589544
34080,11,34080,0.0431589697506132,0.0532982971292382,8.43981695672182,9.07599603942139
34080,12,34080,0.0436154535438011,0.051617121649788,8.44369401039645,9.1196946848962
34080,13,34080,0.0449608555509995,0.0527210244018118,8.42598255773943,9.0959549277706
34080,14,34080,0.0434064486629019,0.0515548136343436,8.43244026715489,9.03009625943561
34080,15,34080,0.0434064486629019,0.0515548136343436,8.42523613016071,9.02291882151702
34080,16,34080,0.0434064486629019,0.0515548136343436,8.46339363828014,9.06456553031892
34080,17,34080,0.0419144117761548,0.0513217399247774,8.4539164516707,9.05252159284429
34080,18,34080,0.0414587740952174,0.0499209435105029,8.40877254421012,9.01201257765806
34080,19,34080,0.0374812355118759,0.0483296198285917,8.25804917976761,8.91177467382304
34080,20,34080,0.0378781602261871,0.0469218199207823,8.24033998606443,8.89649012236184
34080,21,34080,0.0383155180433433,0.0466863231856371,8.23693552619555,8.89795443233924
34080,22,34080,0.0386962699123088,0.0468443503010263,8.20921245334248,8.84798788903814
34080,23,34080,0.0395878994247487,0.0473730254275392,8.12610168398542,8.78709439411555
34080,24,34080,0.0395878994247487,0.0473730254275392,8.08288375994338,8.75498957439222
34080,25,34080,0.039740406607544,0.0473554755541376,8.06682159473187,8.75872218059079
35005,1,35005,0.0495351967705455,0.0301907932008921,10.3213764973288,11.1733309614443
35005,2,35005,0.0445309410768523,0.038513435408829,9.288860845412,10.3237797776164
35005,3,35005,0.042078372042847,0.0356072476921974,8.9337244433612,10.0378325735783
35005,4,35005,0.0406839155785254,0.0375954558743043,8.67017750949864,9.7255172036878
35005,5,35005,0.0422770589187206,0.0441904713717809,8.73280511195984,9.79492245681795
35005,6,35005,0.0424654878389564,0.0454844927091308,8.48201061942986,9.40770556694076
35005,7,35005,0.0416165796231042,0.0467123946534991,8.30508831718932,9.26812139200972
35005,8,35005,0.0416617268561087,0.0467537038132455,8.10688229971978,9.12878483675398
35005,9,35005,0.0390587721850634,0.0410817615761946,8.07825471530174,9.10720688857422
35005,10,35005,0.0418440447260735,0.0411099287951782,7.9689472219221,8.96352532178446
35005,11,35005,0.0423423833188488,0.0420771528870235,7.71836843333301,8.73035392676783
35005,12,35005,0.0412695590852494,0.0406049814256766,7.66330362995413,8.60758817233395
35005,13,35005,0.0412728032843064,0.0399011417057241,7.56550854485598,8.50084655999571
35005,14,35005,0.0412728032843064,0.0399011417057241,7.46202156298917,8.410060803992
35005,15,35005,0.0416737552838383,0.0404870690019986,7.33441975251863,8.2651107102214
35005,16,35005,0.042319687449367,0.0400770321095401,7.3110892923315,8.24099858000641
35005,17,35005,0.0414504506861867,0.0396682217960707,7.33084164098178,8.27427811921717
35005,18,35005,0.0414504506861867,0.0396682217960707,7.35502856727834,8.31209794401111
35005,19,35005,0.0392819424358185,0.0390009158108337,7.311666395436,8.2411022946915
35005,20,35005,0.0383620509260284,0.038196604489197,7.38462588330399,8.32399044281718
35005,21,35005,0.0392955325923094,0.0389246979469727,7.3884372641857,8.29434448813268
35005,22,35005,0.0379361099154197,0.0387729190516414,7.40771865185609,8.30921980766117
35005,23,35005,0.0369620222734257,0.0384227774589488,7.41063296266889,8.30856095947506
35005,24,35005,0.0370228385433269,0.0381145898202915,7.40463437546031,8.29967070867428
35005,25,35005,0.0373399359415477,0.0381110213210879,7.41618294029729,8.23912224898789
35009,1,35009,0.0365005461855621,0.0435600804206235,9.55843243064365,10.5982528286388
35009,2,35009,0.0365118382567768,0.0488199433701668,8.95492504344936,9.9718039119731
35009,3,35009,0.0375167872989045,0.0481586547856996,8.66548851877625,9.68562801968129
35009,4,35009,0.0402999985440534,0.0537616244296972,8.77406444015786,9.80828164744635
35009,5,35009,0.0456222983542773,0.0512819862969634,8.4904911266,9.45201251791313
35009,6,35009,0.0462744480903221,0.0477667874476184,8.42955337002601,9.45668398112151
35009,7,35009,0.0449742746452526,0.045199370992092,8.33393447551985,9.37695280448473
35009,8,35009,0.044778444369613,0.0460437745425653,8.16245616769057,9.0982803866652
35009,9,35009,0.0444672569382267,0.0461547849191101,7.98891365803318,8.97843183723585
35009,10,35009,0.0451568050210812,0.0449729579887108,7.93518016294064,8.90622716624679
35009,11,35009,0.0448072530803454,0.0437440586321277,7.78176808335527,8.72985274970478
35009,12,35009,0.0450171294275329,0.0444111698965736,7.5768144202464,8.56178148966289
35009,13,35009,0.0450171294275329,0.0444111698965736,7.44838289525896,8.4511482713709
35009,14,35009,0.0451608988006268,0.0446952432778809,7.31827796609779,8.3012469622221
35009,15,35009,0.0432376299446321,0.0411960275923027,7.34215062480142,8.30170418546682
35009,16,35009,0.0411622598852908,0.0408422337555061,7.37971099120379,8.31911830382164
35009,17,35009,0.0404313994246889,0.0398152876052155,7.34930784520589,8.27630229151204
35009,18,35009,0.0383228353661733,0.0391393306900289,7.30807221516229,8.211811450028
35009,19,35009,0.0377722278035241,0.0388280382680292,7.32010635802057,8.23645051582187
35009,20,35009,0.0367042299945774,0.0384381386541904,7.33771429545958,8.2631015722552
35009,21,35009,0.0360052132578286,0.0377423973225495,7.40054825938688,8.32627759878959
35009,22,35009,0.0360052132578286,0.0377423973225495,7.4088488238479,8.34364689945182
35009,23,35009,0.0361144878746588,0.0374519331361654,7.40412730277761,8.33609210384264
35009,24,35009,0.0359158978857827,0.0376668133815985,7.33443691127207,8.26091015892957
35009,25,35009,0.0362811231386791,0.0376827134232076,7.35235088894972,8.25988630314166
35010,1,35010,0.0338188602740956,0.0377288273143381,9.88958554186947,10.8858870965878
35010,2,35010,0.0345251919920528,0.0348188843976923,9.05196664376761,9.92877382308745
35010,3,35010,0.0360765717341406,0.0328384762106679,9.09416108381945,9.90824531204133
35010,4,35010,0.0359190513966189,0.0384969328455107,9.06927622645412,9.88893421312039
35010,5,35010,0.0408998398798057,0.0386311387089974,8.8457970877884,9.67028510646639
35010,6,35010,0.0395337590072541,0.0391451000162378,8.62709361383816,9.50034348366578
35010,7,35010,0.0395337590072541,0.0391451000162378,8.46424300597954,9.39030546811283
35010,8,35010,0.0367694526372384,0.038536466342691,8.38913450906211,9.31502469602737
35010,9,35010,0.03921146699005,0.0393443272413526,8.2594388782813,9.19049061861402
35010,10,35010,0.038451790658991,0.0403586906327358,8.13636192012647,9.06516054101603
35010,11,35010,0.038451790658991,0.0403586906327358,8.03951660435518,8.9702353288503
35010,12,35010,0.0358811087034705,0.0420579077543972,8.02812828448907,9.04624232624415
35010,13,35010,0.0364393559442722,0.0415681357667303,8.05281615069361,8.98894353545241
35010,14,35010,0.0349762922723331,0.0422401059392606,7.91586447344062,8.8827417673149
35010,15,35010,0.0355650411235346,0.0417860649999817,7.88981213500904,8.87020689987519
35010,16,35010,0.0355650411235346,0.0417860649999817,7.80800421759739,8.7658290740112
35010,17,35010,0.0350860942413834,0.043078228402706,7.80340275660775,8.73560376128531
35010,18,35010,0.0345128357244181,0.0433015168516337,7.71811686089755,8.63708383293813
35010,19,35010,0.0348042071654312,0.0437540015935757,7.70717286144707,8.57329090124735
35010,20,35010,0.0344275229126956,0.0437986375524265,7.66660055039567,8.53065247486389
35010,21,35010,0.0366844625960601,0.0443577228958877,7.670020132805,8.53131187584535
35010,22,35010,0.0376578528695705,0.0440902780023744,7.66469492328527,8.52220259947241
35010,23,35010,0.0365659671507254,0.0446325402812335,7.66422938935171,8.50904896560759
35010,24,35010,0.0362211939997588,0.0452746205790851,7.62170467435612,8.46150575923603
35010,25,35010,0.0362323630907877,0.0452942497319756,7.60073426435653,8.40178087137412
35011,1,35011,0.0352315237100094,0.0319089414810462,9.21861185666177,10.3147081213287
35011,2,35011,0.0372054274641638,0.0303933006588328,9.30929397631261,10.2797785227347
35011,3,35011,0.0366191151041275,0.0387529680225681,9.20217229019663,10.1142057171274
35011,4,35011,0.0359190513966189,0.0384969328455107,9.06927622645412,9.88893421312039
35011,5,35011,0.0408998398798057,0.0386311387089974,8.8457970877884,9.67028510646639
35011,6,35011,0.0434674611431266,0.0396925078461622,8.60459182521767,9.44353753513691
35011,7,35011,0.0434674611431266,0.0396925078461622,8.44794904706694,9.35950660211966
35011,8,35011,0.0419297316433219,0.0399814219470589,8.31390183986866,9.24805001135492
35011,9,35011,0.03921146699005,0.0393443272413526,8.2594388782813,9.19049061861402
35011,10,35011,0.03921146699005,0.0393443272413526,8.13305839102627,9.0735336390118
35011,11,35011,0.0395237293636323,0.0390472259800984,8.14086385532441,9.0044435956138
35011,12,35011,0.0398343591610649,0.0387762607549515,8.09736592816857,8.97555713710068
35011,13,35011,0.0430360026203546,0.040147707389477,8.09374567406743,8.96472932271929
35011,14,35011,0.042147534069535,0.0408415315873375,8.03180531097151,8.89796257117944
35011,15,35011,0.0431499451251676,0.0407211268436292,8.0133164736017,8.87538097155266
35011,16,35011,0.0409781612664973,0.0419089650583232,7.99737153848131,8.93410738078675
35011,17,35011,0.0406774114488896,0.0421621315172801,7.96069913620169,8.85070224265126
35011,18,35011,0.0393152352258968,0.0426289844122687,7.84575817419894,8.76660300900182
35011,19,35011,0.0386731963813691,0.0427397978523728,7.74541336952312,8.70597099493644
35011,20,35011,0.037996197498343,0.0429446732570534,7.66756173779736,8.60320352489408
35011,21,35011,0.037996197498343,0.0429446732570534,7.64680030324335,8.54224749425857
35011,22,35011,0.0368290364980446,0.0435757706424489,7.64157623351245,8.52392858709246
35011,23,35011,0.0364305739118124,0.0443907997422322,7.6455971203065,8.50168637236616
35011,24,35011,0.0376924151037236,0.0448207195525441,7.61227937764166,8.47556033774926
35011,25,35011,0.0377597952708561,0.0450807446966421,7.60774452471647,8.42389547928445
35012,1,35012,0.0391793312183185,0.0288776598366193,10.4632436045262,11.4203684649303
35012,2,35012,0.0372054274641638,0.0303933006588328,9.30929397631261,10.2797785227347
35012,3,35012,0.0360765717341406,0.0328384762106679,9.09416108381945,9.90824531204133
35012,4,35012,0.042263177253744,0.034420847698737,8.84880038820592,9.68697964425152
35012,5,35012,0.0408998398798057,0.0386311387089974,8.8457970877884,9.67028510646639
35012,6,35012,0.0434674611431266,0.0396925078461622,8.60459182521767,9.44353753513691
35012,7,35012,0.0434674611431266,0.0396925078461622,8.44794904706694,9.35950660211966
35012,8,35012,0.0419297316433219,0.0399814219470589,8.31390183986866,9.24805001135492
35012,9,35012,0.03921146699005,0.0393443272413526,8.2594388782813,9.19049061861402
35012,10,35012,0.0409856237459068,0.0393367653166611,8.21201916019486,9.1382489094893
35012,11,35012,0.0381615584816942,0.0411381749699299,8.19355861902308,9.19724299061047
35012,12,35012,0.0415152747300173,0.0422949021303665,8.18671130645261,9.18745002015898
35012,13,35012,0.0415152747300173,0.0422949021303665,8.08789333260373,9.09408643144883
35012,14,35012,0.0407535335033932,0.0428097934331528,8.01073198045911,9.02040217240675
35012,15,35012,0.0408510946456161,0.0423375336221457,8.03169007991719,8.95748383962237
35012,16,35012,0.0409781612664973,0.0419089650583232,7.99737153848131,8.93410738078675
35012,17,35012,0.0395051233074642,0.0424238192435748,7.87665732018616,8.84396110780732
35012,18,35012,0.0395051233074642,0.0424238192435748,7.85754006902842,8.76963886047384
35012,19,35012,0.0409691305346196,0.0431110252757749,7.81412533664395,8.73421284416458
35012,20,35012,0.0409691305346196,0.0431110252757749,7.73710725881192,8.64535119123574
35012,21,35012,0.0408635804314437,0.0435480986550064,7.72259197235407,8.58228527799349
35012,22,35012,0.0400648935456356,0.0437080684595407,7.65146678630825,8.50192578850492
35012,23,35012,0.0394509820363351,0.0437504234297777,7.61274299190932,8.4665429595622
35012,24,35012,0.0393017786346374,0.0438482253554224,7.59394252293843,8.40883880886819
35012,25,35012,0.0388679544960757,0.0419917268590523,7.50950680364111,8.40667029379383
35013,1,35013,0.0608229938125533,0.0391679621629447,9.83512979903418,10.7339745214715
