"stateroute","stops","scale","dir_all","dir_core","trend_tmax","trend_tmin","country","common_label","max_lc","countrynum","statenum","route","routename","active","latitude","longitude","stratum","bcr","landtypeid","routetypeid","routetypedetailid"
92082,"26-50",0.5,0.368133092297779,0.364906250630861,0.0425518647610432,0.0667245002778516,"US","Shrubland",0.00902088371980692,840,92,82,"LAMONT",1,42.1622097,-107.4353169,86,10,0,1,1
92083,"1-25",0.5,0.383608686710539,0.408841463501062,0.0325240072887775,0.0562565949060928,"US","Grasslands",-0.00634596619827487,840,92,83,"PATHFINDER",1,42.5664457,-106.9904259,86,10,0,1,1
92083,"26-50",0.5,0.366248180898392,0.371232988320222,0.0269322597989441,0.0489187658479597,"US","Grasslands",-0.00678764319261546,840,92,83,"PATHFINDER",1,42.5664457,-106.9904259,86,10,0,1,1
92086,"1-25",0.5,0.343675136269022,0.37834647327414,0.0298753241433729,0.120150505091116,"US","Grasslands",-0.0219557787592128,840,92,86,"WARBONNET",1,42.4363077,-105.8889389,62,16,0,1,1
92086,"26-50",0.5,0.389912474380731,0.384820111830391,0.0326553713323849,0.135049012076655,"US","Grasslands",-0.0112127042054252,840,92,86,"WARBONNET",1,42.4363077,-105.8889389,62,16,0,1,1
92087,"1-25",0.5,0.380352018942403,0.364342208843856,0.02332661332421,0.0959085274621632,"US","Forest",-0.00382554731438148,840,92,87,"FLETCHER PK",1,42.2169227,-105.2973399,62,16,0,1,1
92087,"26-50",0.5,0.344361627370497,0.350120731012313,0.0262187458901164,0.10493898785289,"US","Forest",-0.0123089850826812,840,92,87,"FLETCHER PK",1,42.2169227,-105.2973399,62,16,0,1,1
92104,"1-25",0.5,0.408741556919656,0.436925120068712,0.041332312926467,0.0207722253681832,"US","Grasslands",-0.0119717163059782,840,92,104,"WALCOTT",1,41.6851957,-106.3898999,86,10,0,1,1
92104,"26-50",0.5,0.373639982220587,0.428992377866891,0.0486323856187466,0.0337613293125081,"US","Shrubland",0.0127136248810734,840,92,104,"WALCOTT",1,41.6851957,-106.3898999,86,10,0,1,1
14001,"1-25",0.5,0.365438072074185,0.367730969684293,0.0499300720120759,0.0518336163011781,"US","Forest",-0.0139274707034949,840,14,1,"HORSE CREEK",1,41.8223332,-123.0047055,93,5,0,1,1
14001,"26-50",0.5,0.390024608180003,0.373155113190703,0.0605530775210931,0.0503100661699035,"US","Forest",-0.0189806354603396,840,14,1,"HORSE CREEK",1,41.8223332,-123.0047055,93,5,0,1,1
14006,"1-25",0.5,0.3999593733237,0.399451462291495,NA,NA,NA,NA,NA,840,14,6,"HOLMES",1,40.4150917,-123.9615249,93,5,0,1,1
14006,"26-50",0.5,0.405985970973255,0.383102859070373,NA,NA,NA,NA,NA,840,14,6,"HOLMES",1,40.4150917,-123.9615249,93,5,0,1,1
14014,"1-25",0.5,0.407638369964407,0.422545143200489,-0.0571393363818738,0.0225783653042202,"US","Grasslands",-0.00294101852680569,840,14,14,"FISH ROCK",1,38.8035918,-123.5854569,93,5,0,1,1
14014,"26-50",0.5,0.36420797807405,0.383921079167793,-0.0917168789424425,0.0154834860088878,"US","Urban",0.00187356635058829,840,14,14,"FISH ROCK",1,38.8035918,-123.5854569,93,5,0,1,1
14166,"1-25",0.5,0.329458556083721,0.307355577194588,0.0304697972237799,0.00877401545407972,"US","Water",-0.0010330116553136,840,14,166,"DORRIS",1,41.9998861,-121.8916067,85,9,0,1,1
14166,"26-50",0.5,0.415178014368878,0.423231638882558,0.0332080577709717,0.0201720717027464,"US","Shrubland",0.00146672130187904,840,14,166,"DORRIS",1,41.9998861,-121.8916067,85,9,0,1,1
14168,"1-25",0.5,0.350141515589008,0.370564147849057,0.0670853163064381,0.0418003811134062,"US","Forest",-0.00242925601883876,840,14,168,"MACDOEL",1,41.8224004,-122.0111142,85,9,0,1,1
14168,"26-50",0.5,0.373205812863081,0.392057916736826,0.0866429278984035,0.0496383872306485,"US","Shrubland",0.00297970941468571,840,14,168,"MACDOEL",1,41.8224004,-122.0111142,85,9,0,1,1
14198,"1-25",0.5,0.435700366405044,0.436062364433018,0.0409348369518033,0.0608419101607957,"US","Agricultural",0.0048898583870668,840,14,198,"YREKA",1,41.7401687,-122.6334149,85,5,0,1,1
14198,"26-50",0.5,0.39146054365001,0.375880711241784,0.0922662233879178,0.062825538324652,"US","Agricultural",0.0028335281913348,840,14,198,"YREKA",1,41.7401687,-122.6334149,85,5,0,1,1
14199,"1-25",0.5,0.36418728155173,0.399692320035392,0.0972187988294064,0.0447066813422358,"US","Forest",-0.00124508727123556,840,14,199,"BARTLE",1,41.2528113,-121.8238479,85,9,0,1,1
14199,"26-50",0.5,0.365896481050811,0.387014000127778,0.0516026948084947,0.0612592023305406,"US","Shrubland",0.00191019205020775,840,14,199,"BARTLE",1,41.2528113,-121.8238479,85,9,0,1,1
17001,"1-25",0.5,0.27429932058639,0.267661914556032,0.0294897316483607,0.0280991268846889,"US","Shrubland",0.00659294126543036,840,17,1,"MAYBELL",1,40.7402199,-108.0883263,86,10,0,1,1
17001,"26-50",0.5,0.333100897042446,0.349592232228908,0.0285681442202345,0.0424036509090316,"US","Grasslands",0.00484965612020146,840,17,1,"MAYBELL",1,40.7402199,-108.0883263,86,10,0,1,1
17003,"1-25",0.5,0.399241054441805,0.406969941943286,0.0060841184849561,0.0731094126760937,"US","Shrubland",0.0125080852448349,840,17,3,"YAMPA",1,40.1531859,-106.874918,84,16,0,1,1
17003,"26-50",0.5,0.393119249589294,0.383943957928997,-0.000316516640000072,0.0610018456155127,"US","Shrubland",0.0138768911407795,840,17,3,"YAMPA",1,40.1531859,-106.874918,84,16,0,1,1
17004,"1-25",0.5,0.426378753798947,0.427745138794767,0.0351607306854387,0.0332585106003117,"US","Grasslands",-0.0099417478666102,840,17,4,"HARMONY",1,40.5090827,-105.0392299,87,16,0,1,1
17004,"26-50",0.5,0.376980941040557,0.404363698419606,0.0265797198161471,0.0529686305918464,"US","Shrubland",0.0162110276873852,840,17,4,"HARMONY",1,40.5090827,-105.0392299,87,16,0,1,1
17009,"1-25",0.5,0.371671953427283,0.380922012998036,0.021054928346305,0.00750906678723069,"US","Grasslands",-0.0067722804161337,840,17,9,"BUFORD",1,39.9658907,-107.6483229,84,16,0,1,1
17009,"26-50",0.5,0.394997708363624,0.402720504035472,0.00988587528397707,0.0224047659191057,"US","Grasslands",-0.00828981767561877,840,17,9,"BUFORD",1,39.9658907,-107.6483229,84,16,0,1,1
17011,"1-25",0.5,0.407538607673463,0.430131599732345,0.013587450607019,0.124884491709161,"US","Forest",-0.0159561028618385,840,17,11,"CHEESMAN LK",1,39.2209796,-105.2791994,62,16,0,1,1
17011,"26-50",0.5,0.354881813370037,0.372231907663387,0.0106685439448328,0.120160008858485,"US","Forest",-0.00544989007756792,840,17,11,"CHEESMAN LK",1,39.2209796,-105.2791994,62,16,0,1,1
17017,"1-25",0.5,0.351086583298375,0.34732244133004,0.0354919169442234,0.0492110890842796,"US","Shrubland",0.0189108765289225,840,17,17,"PARLIN",1,38.5137277,-106.7550729,62,16,0,1,1
17017,"26-50",0.5,0.364140337301626,0.36671968223817,0.0695640448408549,0.0791660662385816,"US","Shrubland",0.00527913666615602,840,17,17,"PARLIN",1,38.5137277,-106.7550729,62,16,0,1,1
17031,"1-25",0.5,0.323999704890198,0.338022978346644,0.0418124434273004,-0.00227897265405334,"US","Forest",0.0117290957758998,840,17,31,"WRAY GULCH",1,40.0653006,-108.4153871,84,16,0,1,1
17031,"26-50",0.5,0.342954058824366,0.332974231652551,0.0310680161844596,-0.00550812171521991,"US","Forest",0.00785134091728008,840,17,31,"WRAY GULCH",1,40.0653006,-108.4153871,84,16,0,1,1
17032,"1-25",0.5,0.388812453979824,0.408771171532639,0.0279104253004125,0.0240993134762719,"US","Shrubland",0.0130929538315358,840,17,32,"WILSON CREEK",1,40.1380256,-107.9697719,84,16,0,1,1
17032,"26-50",0.5,0.418723944776208,0.393560851761884,0.0245773375165337,0.0164652710075926,"US","Shrubland",0.00946860527872128,840,17,32,"WILSON CREEK",1,40.1380256,-107.9697719,84,16,0,1,1
17040,"1-25",0.5,0.311738485975226,0.303202876441247,NA,NA,NA,NA,NA,840,17,40,"RED CLIFF",1,39.5442667,-106.2206124,62,16,0,1,1
17040,"26-50",0.5,0.342366419276239,0.359026870368521,NA,NA,NA,NA,NA,840,17,40,"RED CLIFF",1,39.5442667,-106.2206124,62,16,0,1,1
17047,"1-25",0.5,0.406733308863964,0.432893243752184,0.0302865306735214,0.0582208937830512,"US","Shrubland",0.0200799059929495,840,17,47,"DOYLEVILLE",1,38.5112521,-106.5542061,62,16,0,1,1
17047,"26-50",0.5,0.361624569414247,0.387015070365241,0.0364722087030946,0.0405699988539714,"US","Shrubland",0.0196069456055477,840,17,47,"DOYLEVILLE",1,38.5112521,-106.5542061,62,16,0,1,1
17052,"1-25",0.5,0.34141947862025,0.373648478870797,0.0342352782997526,0.151333030672343,"US","Shrubland",0.000610723146501896,840,17,52,"DOLORES RIV",1,37.7907487,-108.0204389,62,16,0,1,1
17052,"26-50",0.5,0.408946358204978,0.36738616207953,0.0280108248544693,0.182725904772346,"US","Shrubland",-0.00158081472652994,840,17,52,"DOLORES RIV",1,37.7907487,-108.0204389,62,16,0,1,1
17055,"1-25",0.5,0.400948952349616,0.407200397948617,0.04972610620352,0.0117259976197013,"US","Grasslands",-0.0226126248187841,840,17,55,"ALAMOSA",1,37.1810849,-105.7459646,87,16,0,1,1
17055,"26-50",0.5,0.41747021617378,0.424594233029363,0.0478620131457511,-0.00659977850275139,"US","Grasslands",-0.00899651316580499,840,17,55,"ALAMOSA",1,37.1810849,-105.7459646,87,16,0,1,1
17202,"1-25",0.5,0.383755015490475,0.392366617335068,-0.001384229013093,0.123666894785709,"US","Shrubland",0.00389274253670868,840,17,202,"DUNCKLEY PAS",1,40.2101727,-107.0331404,62,16,0,1,1
17202,"26-50",0.5,0.389204519385102,0.418916781971434,0.00241187250694878,0.106276132083649,"US","Shrubland",0.00547319473832826,840,17,202,"DUNCKLEY PAS",1,40.2101727,-107.0331404,62,16,0,1,1
17203,"1-25",0.5,0.418940169634086,0.440781883047176,0.0414910107767853,0.0851926449461461,"US","Grasslands",-0.00337506044162682,840,17,203,"BUFFALO PARK",1,40.1331937,-106.4907839,62,16,0,1,1
17203,"26-50",0.5,0.434239490313365,0.433922507360513,0.0349043349615087,0.0856049940293167,"US","Grasslands",-0.00470134874759152,840,17,203,"BUFFALO PARK",1,40.1331937,-106.4907839,62,16,0,1,1
17209,"1-25",0.5,0.35557341313049,0.353938216805939,0.0185782907452766,0.0544928608641072,"US","Grasslands",-0.00346824425093354,840,17,209,"FLATTOPS",1,39.6468148,-107.6169662,62,16,0,1,1
17209,"26-50",0.5,0.329955955139338,0.324236707696576,0.0188233957856068,0.0875320515745592,"US","Shrubland",0.00369797788920797,840,17,209,"FLATTOPS",1,39.6468148,-107.6169662,62,16,0,1,1
17211,"1-25",0.5,0.340860596202617,0.315717298531356,0.0334691351346476,0.113937747040646,"US","Shrubland",-0.00297178635513304,840,17,211,"GUANELLA PAS",1,39.6666667,-105.85,62,16,0,1,1
17211,"26-50",0.5,0.337543005875421,0.370442964821544,0.0344234417750722,0.110278458366303,"US","Wetlands",0.00121386124228115,840,17,211,"GUANELLA PAS",1,39.6666667,-105.85,62,16,0,1,1
17216,"1-25",0.5,0.384593603957199,0.394383485056829,0.0444303664614531,0.08368906279299,"US","Grasslands",-0.00816061656392907,840,17,216,"PAONIA",1,38.8387837,-107.6025079,84,16,0,1,1
17216,"26-50",0.5,0.362159635918939,0.39374848515667,0.024792748316887,0.0427154957489447,"US","Grasslands",-0.00293067708858741,840,17,216,"PAONIA",1,38.8387837,-107.6025079,84,16,0,1,1
17218,"1-25",0.5,0.40122272157685,0.425719339116683,0.0421298869178596,0.110043249047926,"US","Grasslands",-0.0103386014288807,840,17,218,"WET MTNS.",1,38.3674037,-105.2290729,62,16,0,1,1
17218,"26-50",0.5,0.372183397983012,0.400763364023499,0.0388232735320409,0.0883683201137056,"US","Grasslands",-0.0084456155173525,840,17,218,"WET MTNS.",1,38.3674037,-105.2290729,62,16,0,1,1
17222,"1-25",0.5,0.386809263321927,0.405476193594733,0.0245338256798761,0.147197550934564,"US","Shrubland",0.00420547528244793,840,17,222,"GROUNDHOG RS",1,37.7801857,-108.0888449,62,16,0,1,1
17222,"26-50",0.5,0.393246151536302,0.403707752457423,0.0207774378397538,0.184559560424063,"US","Shrubland",-0.00200446038024125,840,17,222,"GROUNDHOG RS",1,37.7801857,-108.0888449,62,16,0,1,1
18003,"1-25",0.5,0.360753261330406,0.370510447454433,0.0282165517605763,0.0858825425482768,"US","Agricultural",-0.00223280545268526,840,18,3,"BUCKINGHAM",1,41.7026037,-72.5159969,12,30,0,1,1
18003,"26-50",0.5,0.368798599515282,0.38345349710411,0.0189873169405544,0.0808939411506378,"US","Agricultural",-0.00286654301187008,840,18,3,"BUCKINGHAM",1,41.7026037,-72.5159969,12,30,0,1,1
18009,"1-25",0.5,0.38402320782732,0.390710225352173,0.00481391507303694,0.0794890121459382,"US","Agricultural",-0.00253834908749348,840,18,9,"SHERMAN",1,41.5387127,-73.5009399,12,28,0,1,1
18009,"26-50",0.5,0.360733554385618,0.367842356592398,-0.00843461977878252,0.0583941016922267,"US","Agricultural",-0.00310811547583351,840,18,9,"SHERMAN",1,41.5387127,-73.5009399,12,28,0,1,1
21001,"1-25",0.5,0.401809076855126,0.404091581319513,0.0239975631151844,0.0837525206866922,"US","Urban",0.00504384481633684,840,21,1,"MT PLEASANT",1,39.5003037,-75.6860679,4,30,0,1,1
21001,"26-50",0.5,0.408845123127603,0.409207103639445,0.0146220749616642,0.071710764302874,"US","Urban",0.00882158324873466,840,21,1,"MT PLEASANT",1,39.5003037,-75.6860679,4,30,0,1,1
21002,"1-25",0.5,0.405316400689333,0.438292755834971,NA,NA,NA,NA,NA,840,21,2,"WILMINGTON",1,39.7518831,-75.5873207,4,30,0,1,1
21002,"26-50",0.5,0.419609815428439,0.415894381470637,NA,NA,NA,NA,NA,840,21,2,"WILMINGTON",1,39.7518831,-75.5873207,4,30,0,1,1
21003,"1-25",0.5,0.416976670278237,0.450217150815872,0.0411705876723006,0.0824553935510194,"US","Urban",0.00355247166851908,840,21,3,"HARRINGTON",1,38.9594417,-75.5366119,4,30,0,1,1
21003,"26-50",0.5,0.399547128416624,0.403881208124893,0.0417646569796469,0.0750067349443388,"US","Forest",-0.00202026109064716,840,21,3,"HARRINGTON",1,38.9594417,-75.5366119,4,30,0,1,1
21004,"1-25",0.5,0.386718466663708,0.401801253047493,0.0374999353004431,0.0899460792611085,"US","Forest",-0.00590474261603376,840,21,4,"FREDERICA",1,39.0287137,-75.4652999,4,30,0,1,1
21004,"26-50",0.5,0.412641904070945,0.449526818487506,0.0279259980555297,0.0945609708428954,"US","Forest",-0.00674136837938848,840,21,4,"FREDERICA",1,39.0287137,-75.4652999,4,30,0,1,1
21010,"1-25",0.5,0.411809555922188,0.430426787141896,NA,NA,NA,NA,NA,840,21,10,"MILTON",1,38.7480537,-75.2899489,4,30,0,1,1
21010,"26-50",0.5,0.40941104930171,0.419824758475361,NA,NA,NA,NA,NA,840,21,10,"MILTON",1,38.7480537,-75.2899489,4,30,0,1,1
21109,"1-25",0.5,0.427125931659181,0.467774242397913,0.0414890520535071,0.0762574650545274,"US","Urban",0.00433022301935053,840,21,109,"GEORGETOWN",1,38.7324037,-75.4638509,4,30,0,1,1
21109,"26-50",0.5,0.43054229625725,0.429080990868441,0.0437909701094671,0.0820013153532629,"US","Forest",-0.00514152534814188,840,21,109,"GEORGETOWN",1,38.7324037,-75.4638509,4,30,0,1,1
25010,"1-25",0.5,0.40455669192453,0.389684058221131,0.00628559849053462,0.0418319153760705,"US","Barren",-0.00501151182291056,840,25,10,"COVINGTON",1,30.2734632,-83.8569684,3,27,0,1,1
25010,"26-50",0.5,0.41462265305792,0.391170860419079,0.0165553831279171,0.0417105013762183,"US","Barren",-0.0029844735036267,840,25,10,"COVINGTON",1,30.2734632,-83.8569684,3,27,0,1,1
25037,"1-25",0.5,0.395472531776763,0.397166263805808,0.0180249687586073,0.0299592440124252,"US","Forest",-0.00342989694641976,840,25,37,"SANDERSON",1,30.2531989,-82.1623546,3,27,0,1,1
25037,"26-50",0.5,0.390732413056936,0.396997327503576,0.0179122067306493,0.0313174978718723,"US","Forest",-0.00388207495629368,840,25,37,"SANDERSON",1,30.2531989,-82.1623546,3,27,0,1,1
25053,"1-25",0.5,0.361389634268081,0.358788488809317,0.0478368928292788,0.044476727083696,"US","Shrubland",0.00384757015417281,840,25,53,"DEFUNIAK SPR",1,30.7184797,-86.1160696,3,27,0,1,1
25053,"26-50",0.5,0.327453292697572,0.351126914516338,0.0386306145873055,0.0469222590053346,"US","Shrubland",0.00512516969502788,840,25,53,"DEFUNIAK SPR",1,30.7184797,-86.1160696,3,27,0,1,1
25062,"1-25",0.5,0.400918578802271,0.401080118036412,0.0154354227866978,0.0201029992233877,"US","Barren",-0.00141610518923354,840,25,62,"ALLIGATOR PT",1,29.9468226,-84.340943,3,27,0,1,1
25062,"26-50",0.5,0.406925714060053,0.412033550432161,0.00282534553150719,0.0271627645659355,"US","Barren",-0.00122825193812297,840,25,62,"ALLIGATOR PT",1,29.9468226,-84.340943,3,27,0,1,1
27004,"1-25",0.5,0.375245054068892,0.398000932958046,0.0242542810447465,0.0558265945630615,"US","Urban",0.00343798824492226,840,27,4,"STOCKTON",1,30.9276387,-83.0293039,3,27,0,1,1
27004,"26-50",0.5,0.414700008164484,0.408152739394951,0.019573341528677,0.0558443613130452,"US","Barren",-0.00353760991762638,840,27,4,"STOCKTON",1,30.9276387,-83.0293039,3,27,0,1,1
27005,"1-25",0.5,0.397308043803715,0.383479200132195,0.0185238125693696,0.0261459227054814,"US","Forest",-0.0110315248335587,840,27,5,"BAXLEY",1,31.9696201,-82.3558447,4,27,0,1,1
27005,"26-50",0.5,0.34286708255902,0.354675460510209,0.0194775160933045,0.027766533422481,"US","Wetlands",0.00494613700015432,840,27,5,"BAXLEY",1,31.9696201,-82.3558447,4,27,0,1,1
27010,"1-25",0.5,0.456483779305622,0.465258609835614,0.0298650498848096,0.036721948289944,"US","Wetlands",0.00332982480761584,840,27,10,"CUTHBERT",1,31.7456477,-84.7198949,4,27,0,1,1
27010,"26-50",0.5,0.440750441425454,0.442534591628955,0.0287487513750968,0.0310442834013311,"US","Agricultural",-0.00194237954512908,840,27,10,"CUTHBERT",1,31.7456477,-84.7198949,4,27,0,1,1
27014,"1-25",0.5,0.427746056398216,0.449846055848603,0.0288768575958467,0.0142824428124622,"US","Wetlands",0.0038356201520178,840,27,14,"HAWKINSVILLE",1,32.3986852,-83.4524425,4,27,0,1,1
27014,"26-50",0.5,0.392743762129586,0.419161974346006,0.031407852014395,0.0175594657457803,"US","Agricultural",-0.00280607667140872,840,27,14,"HAWKINSVILLE",1,32.3986852,-83.4524425,4,27,0,1,1
27021,"1-25",0.5,0.416487926170574,0.400823222634722,0.0210680496069732,0.0287467778684718,"US","Forest",-0.00504749921585736,840,27,21,"NEWTON",1,31.2906127,-84.4058069,4,27,0,1,1
27021,"26-50",0.5,0.387833855796276,0.400357184864463,0.02402527262144,0.0299989302219491,"US","Forest",-0.00509760637429384,840,27,21,"NEWTON",1,31.2906127,-84.4058069,4,27,0,1,1
27027,"1-25",0.5,0.413834758579966,0.423126896675178,0.0496175534433109,0.0298972370527176,"US","Forest",-0.0102962669586624,840,27,27,"CARTERSVILLE",1,34.0545254,-84.7868559,11,28,0,1,1
27027,"26-50",0.5,0.359313633526667,0.35324882962822,0.0549302691350762,0.0390868447853437,"US","Urban",0.00717422733844347,840,27,27,"CARTERSVILLE",1,34.0545254,-84.7868559,11,28,0,1,1
27033,"1-25",0.5,0.386585866782661,0.387304825919398,0.0331903920100285,0.0401365745847664,"US","Forest",-0.004745177080334,840,27,33,"LACROSS",1,32.1823297,-84.2682799,4,27,0,1,1
27033,"26-50",0.5,0.40858925171604,0.403115241997947,0.0339578136299279,0.0421007948039203,"US","Forest",-0.003124008207243,840,27,33,"LACROSS",1,32.1823297,-84.2682799,4,27,0,1,1
27036,"1-25",0.5,0.383409935435398,0.390943994172493,0.0332503958702998,0.0359697554242173,"US","Forest",-0.00669592161810784,840,27,36,"BOWDON",1,33.5381995,-85.2533567,11,29,0,1,1
27036,"26-50",0.5,0.41961209743007,0.423985616311485,0.0339567617479263,0.0337496111553912,"US","Forest",-0.00557001157559836,840,27,36,"BOWDON",1,33.5381995,-85.2533567,11,29,0,1,1
27041,"1-25",0.5,0.385826782223178,0.416246718190097,0.0196358355623984,0.106352974483651,"US","Forest",-0.00374959937641208,840,27,41,"MOUNTAIN CTY",1,34.9172777,-83.4074789,23,28,0,1,1
27041,"26-50",0.5,0.371330415661986,0.419577077600002,0.0199060618129258,0.0997373471752047,"US","Forest",-0.00400255693168196,840,27,41,"MOUNTAIN CTY",1,34.9172777,-83.4074789,23,28,0,1,1
27044,"1-25",0.5,0.423333785657916,0.428441500261819,0.0497737136464739,0.0538884634564764,"US","Urban",0.0111455257344095,840,27,44,"STOCKBRIDGE",1,33.6307147,-84.2188269,11,29,0,1,1
27044,"26-50",0.5,0.440812780699191,0.421559293766991,0.0495917429661997,0.054461526736984,"US","Urban",0.0118995708509846,840,27,44,"STOCKBRIDGE",1,33.6307147,-84.2188269,11,29,0,1,1
27046,"1-25",0.5,0.402470199685461,0.422329011632997,0.0473770513492941,0.0387713984568501,"US","Forest",-0.00613826310055176,840,27,46,"JULIETTE",1,33.1053145,-83.8122125,11,29,0,1,1
27046,"26-50",0.5,0.370125278957033,0.397991540437674,0.0461708829978798,0.0350658533157558,"US","Forest",-0.00538049165054108,840,27,46,"JULIETTE",1,33.1053145,-83.8122125,11,29,0,1,1
27048,"1-25",0.5,0.392528472965825,0.395480168069105,0.0321403854158525,0.0267737042760898,"US","Barren",-0.00415369677999014,840,27,48,"DEEPSTEP",1,33.0291229,-82.8309704,4,27,0,1,1
27048,"26-50",0.5,0.388971003903468,0.392672084360009,0.0325274038309737,0.0285346352469344,"US","Forest",-0.0064354567354324,840,27,48,"DEEPSTEP",1,33.0291229,-82.8309704,4,27,0,1,1
27050,"1-25",0.5,0.37918893820696,0.360031073964389,0.0310269315930748,0.0143555398330886,"US","Agricultural",-0.0083642579768082,840,27,50,"RENTZ",1,32.1747043,-82.9529801,4,27,0,1,1
27050,"26-50",0.5,0.341472727366198,0.356751541141178,0.0299074888406693,0.0135601175701708,"US","Agricultural",-0.00910572208877628,840,27,50,"RENTZ",1,32.1747043,-82.9529801,4,27,0,1,1
27051,"1-25",0.5,0.406178562429809,0.403228179907032,0.0302895319405574,0.0241313019659585,"US","Agricultural",-0.00620163925030092,840,27,51,"WADLEY",1,32.88997,-82.3672037,4,27,0,1,1
27051,"26-50",0.5,0.441154589442959,0.441486973218126,0.0279755442611168,0.0310330572800768,"US","Agricultural",-0.00423855688688892,840,27,51,"WADLEY",1,32.88997,-82.3672037,4,27,0,1,1
27057,"1-25",0.5,0.396446704163939,0.423542055392844,0.0233427454730958,0.0404271471029687,"US","Barren",-0.00331010750428507,840,27,57,"BOSTON",1,30.6653217,-83.80112,4,27,0,1,1
27057,"26-50",0.5,0.389826372505229,0.400564688068241,0.02565680351411,0.0360682721329597,"US","Barren",-0.0024982434020869,840,27,57,"BOSTON",1,30.6653217,-83.80112,4,27,0,1,1
33006,"1-25",0.5,0.362463251839247,0.354244542057607,0.0604867001515896,0.0692732054157003,"US","Shrubland",0.00374736181123651,840,33,6,"LOLO PASS",1,46.639823,-114.5424783,64,10,0,1,1
33006,"26-50",0.5,0.384743996987744,0.365425795584241,0.0638695064532374,0.0506429682153187,"US","Barren",-0.00278464494472018,840,33,6,"LOLO PASS",1,46.639823,-114.5424783,64,10,0,1,1
33010,"1-25",0.5,0.428120652674659,0.444712907483652,0.0456639690133576,0.0148773317311407,"US","Shrubland",0.00211404904014236,840,33,10,"BAKER",1,45.0341095,-113.5624829,65,9,0,1,1
33010,"26-50",0.5,0.41427499052949,0.446447450403242,0.0292847360342488,0.0078649020521309,"US","Grasslands",-0.00946942621020185,840,33,10,"BAKER",1,45.0341095,-113.5624829,65,9,0,1,1
33014,"1-25",0.5,0.421218964013799,0.46498432013274,0.0703887801573135,0.0033487717450848,"US","Agricultural",-0.00198203202021748,840,33,14,"LEADORE",1,44.722359,-113.5203605,65,9,0,1,1
33014,"26-50",0.5,0.435473462213524,0.454387518485214,0.0737446752463589,0.0443642342996305,"US","Shrubland",0.00294838100146012,840,33,14,"LEADORE",1,44.722359,-113.5203605,65,9,0,1,1
33020,"1-25",0.5,0.389763699243491,0.395404623180362,0.041932635720978,0.0729804856623402,"US","Shrubland",0.00870178363402196,840,33,20,"CRATERS",1,43.4619319,-113.5630006,89,9,0,1,1
33020,"26-50",0.5,0.417471966263266,0.416455142843596,0.0458447913634469,0.0598128421535762,"US","Shrubland",0.00539148332545268,840,33,20,"CRATERS",1,43.4619319,-113.5630006,89,9,0,1,1
33021,"1-25",0.5,0.41201385198898,0.405507113800108,0.0547215682221886,0.0661354039656716,"US","Grasslands",-0.00615758124673724,840,33,21,"SPRINGFIELD",1,43.1104288,-112.7317982,89,9,0,1,1
33021,"26-50",0.5,0.378196295493404,0.431132146357261,0.0553242618167672,0.0761929270047879,"US","Grasslands",-0.00313326720634821,840,33,21,"SPRINGFIELD",1,43.1104288,-112.7317982,89,9,0,1,1
33027,"1-25",0.5,0.381371635023595,0.384668022805393,0.0540042407454421,0.0743412991493164,"US","Urban",0.00492504976591288,840,33,27,"POCATELLO",1,42.8548166,-112.519388,88,9,0,1,1
33027,"26-50",0.5,0.363497953969434,0.355572102734673,0.0545402249673708,0.0756789678686398,"US","Urban",0.00473218797372412,840,33,27,"POCATELLO",1,42.8548166,-112.519388,88,9,0,1,1
33029,"1-25",0.5,0.374159356827211,0.392016189680693,0.0425600208321133,0.00382041885635401,"US","Forest",-0.00454138085668256,840,33,29,"COOLIN",1,48.4797897,-116.8492509,64,10,0,1,1
33029,"26-50",0.5,0.38651747817579,0.397165160756329,0.032570381286297,0.016543270221481,"US","Shrubland",0.00401921877558698,840,33,29,"COOLIN",1,48.4797897,-116.8492509,64,10,0,1,1
33111,"1-25",0.5,0.38521925166425,0.378495227036586,0.0959722671417572,0.108352058880319,"US","Agricultural",-0.00528173859083491,840,33,111,"CABARTON",1,44.4138961,-116.0315611,65,10,0,1,1
33111,"26-50",0.5,0.332124194630532,0.329567995746085,0.113655038117169,0.10972858327101,"US","Agricultural",-0.00265175518709137,840,33,111,"CABARTON",1,44.4138961,-116.0315611,65,10,0,1,1
33128,"1-25",0.5,0.384930621535512,0.41758618281034,0.0409904851970928,0.065688749731823,"US","Shrubland",0.00406733596057152,840,33,128,"BLACKFT RES",1,42.9613154,-111.7185508,89,9,0,1,1
33128,"26-50",0.5,0.352959511841738,0.392989633008017,0.0397833279839734,0.0517673724888507,"US","Agricultural",-0.0068893310306054,840,33,128,"BLACKFT RES",1,42.9613154,-111.7185508,89,9,0,1,1
33204,"1-25",0.5,0.427804113790787,0.44499575582463,0.0455372307087303,0.0260924267180493,"US","Shrubland",-0.00437712299250586,840,33,204,"JOEL",1,46.4470219,-116.8391482,65,9,0,1,1
33204,"26-50",0.5,0.413596035970171,0.430225011609917,0.0467936340364488,0.0432486980258521,"US","Agricultural",-0.004127120710178,840,33,204,"JOEL",1,46.4470219,-116.8391482,65,9,0,1,1
33208,"1-25",0.5,0.401065383234452,0.402918448258071,0.0172406592806918,0.148237287614785,"US","Forest",-0.0137438310725169,840,33,208,"BURGDORF",1,45.3420792,-115.9475939,64,10,0,1,1
