"stateroute","dir25","env","climateTrend","trendPval","country","class","deltaCover"
54002,0.80643733284726,"tmin",0.0307038656406432,0.187928803812945,"US",6,-0.0771352262085541
54006,0.859991882658098,"tmin",0.0353500733823846,0.0948630902585741,"US",7,-0.0490788392677218
54007,0.817312347170098,"tmin",0.0294023748260042,0.15727023897166,"US",7,-0.043847739502659
54012,0.787239528707734,"tmin",0.0420811763176547,0.0830255281330148,"US",6,-0.215440162169437
54013,0.758452418505873,"tmin",0.0297633874243338,0.199510307279008,"US",6,-0.278067050333424
54015,0.844671637041258,"tmin",0.0405298221059939,0.0928411730381822,"US",6,-0.107973888323448
54017,0.811210451906979,"tmin",0.0433304955350902,0.085485595257866,"US",6,-0.067577156535864
54022,0.79057416049906,"tmin",0.0240535596048723,0.334280389717994,"US",6,-0.1744442997485
54025,0.778529889492373,"tmin",0.0157257329326889,0.519772933381257,"US",7,0.09475174655846
54026,0.740862728765515,"tmin",0.0174632726934074,0.476426178739795,"US",7,0.133301767797787
54028,0.836544668477172,"tmin",0.0309846178955971,0.166030028725215,"US",6,-0.182148074439481
55011,0.848748205355235,"tmin",0.0221026061831099,0.370504416929525,"US",5,-0.108249941819875
56014,0.782204191526173,"tmin",0.0401432957896952,0.148363663667391,"Canada",21,0.0143948171379002
56029,0.782822783579408,"tmin",0.0779595998262682,0.0145724932617462,"Canada",41,-0.0169012785714
56041,0.82508284349814,"tmin",0.0457691041456027,0.111406399812245,"Canada",41,-0.0339743024904471
56042,0.783195151758081,"tmin",0.0562830892761188,0.0607096892166097,"Canada",41,-0.014685577504758
58001,0.746419016082512,"tmin",0.0665965607017213,0.00622567219739354,"US",4,-0.0791396445717171
58003,0.738585850662866,"tmin",0.0746767002070051,0.00221243055420013,"US",6,-0.0349196396462854
58005,0.78774575632458,"tmin",0.0635490132493232,0.00708409709203857,"US",4,-0.0747658429980871
58007,0.767509851049863,"tmin",0.0723250014235586,0.00207240141686905,"US",6,-0.0585618497707832
58008,0.7479998716618,"tmin",0.0607000672594463,0.00732228820321247,"US",4,-0.0641350642349771
58009,0.825174914872204,"tmin",0.0650277004246019,0.00413579868222185,"US",4,-0.0797364880245389
58010,0.804584575123115,"tmin",0.0748506898050893,0.00107659628502131,"US",4,-0.061486208403518
58011,0.800666588385219,"tmin",0.0850156560512487,0.00236257290134542,"US",4,-0.0628801691168019
58012,0.796389952583125,"tmin",0.0690031997884863,0.00204854071876444,"US",4,-0.068567384980132
58013,0.745356212297854,"tmin",0.0560385688157071,0.0285579838887619,"US",4,-0.050091485575356
58015,0.809923125942036,"tmin",0.0465667189342462,0.103124305565123,"US",6,-0.0572641693902064
58017,0.775359999391778,"tmin",0.0361647950521774,0.0997209848302254,"US",4,-0.035867557497652
58018,0.770895533423031,"tmin",0.0676279742482708,0.00358369403474927,"US",4,-0.036596135786929
58022,0.8136064516666,"tmin",0.0470209492169894,0.0454608457288838,"US",4,-0.10459298223106
59010,0.785950775458977,"tmin",0.0935459735659529,8.12091168328424e-05,"US",2,0.11823168056165
59013,0.804899300953516,"tmin",0.0702332236419372,0.00355416113946864,"US",4,-0.207298875365573
59019,0.787405672990713,"tmin",0.0770324380904827,0.000556151226287548,"US",6,-0.050789026695383
59020,0.810687172208348,"tmin",0.0795830169969506,0.00038669984145716,"US",2,0.130751415505941
60002,0.802558416489307,"tmin",0.0467873182852957,0.0459367916497989,"US",5,0.443336456567741
60003,0.749785213835646,"tmin",0.0836670493646058,9.75421521682082e-05,"US",7,-0.325382587047375
60004,0.793195881668601,"tmin",0.0835251837047924,9.22588668645423e-05,"US",7,-0.0785175263453277
60009,0.855512196092985,"tmin",0.0706110063424474,0.00352583192669665,"US",7,-0.496484219409948
60010,0.771721814895664,"tmin",0.0708126082058751,0.000783256854179705,"US",7,-0.376568395321237
60017,0.831613211832274,"tmin",0.019272736565012,0.346998235297893,"US",7,-0.684838198292436
60018,0.858144181475821,"tmin",0.00194332054422339,0.921444571732336,"US",5,0.79242924216997
60020,0.825214747627624,"tmin",0.0766768961759731,0.000657627854477229,"US",5,0.249223032330692
60022,0.76210796230503,"tmin",0.0706673201216152,0.000382357940089651,"US",7,-0.481654378501165
60023,0.844670978480862,"tmin",-0.0183485456952237,0.411159423306724,"US",5,-0.324523522736515
60025,0.831716813221057,"tmin",0.0322624277530121,0.189773859720367,"US",7,0.608102101844524
60027,0.83631328659443,"tmin",0.0308269442077879,0.159549847375506,"US",5,-0.20594772115403
60031,0.849016869445823,"tmin",0.0435439905922531,0.0725579849463516,"US",7,0.448302662490211
61001,0.751591496952061,"tmin",0.040964435384763,0.063987797041358,"US",4,-0.082967044722472
61008,0.760612348447977,"tmin",0.0816073302808529,1.96631459881601e-05,"US",4,-0.10275159092189
61013,0.815945201222108,"tmin",0.0274597804305044,0.157985826208076,"US",8,0.0805825136731327
61026,0.683015655557354,"tmin",0.0359778507331869,0.0542454825127266,"US",4,-0.062119879827068
61030,0.839717796011899,"tmin",0.0279149244569395,0.175577042411267,"US",4,-0.0742033468489181
61039,0.729575807323969,"tmin",0.0413633946937638,0.052459888717378,"US",4,-0.086443129351254
61041,0.795889338756057,"tmin",0.0184206813783556,0.384522458868817,"US",4,-0.140058147211342
61043,0.769042860908194,"tmin",0.0224844269887248,0.298710823673329,"US",4,-0.109726525243584
61045,0.814179848017427,"tmin",0.0760335423709527,0.00144616670137443,"US",6,-0.071163644111447
61047,0.805758818939971,"tmin",0.0321563038421654,0.150237765506603,"US",4,-0.070805942486461
61053,0.828261680636673,"tmin",0.0738901880187504,0.00260330213329531,"US",6,-0.168239434823637
61055,0.832225973945184,"tmin",0.0606568684425685,0.010518957123906,"US",6,-0.10922741349964
61056,0.796591258510069,"tmin",0.0639637795795912,0.0266804976913387,"US",6,-0.080631529733327
61057,0.826749530510916,"tmin",0.0740024851065602,0.00404756130985014,"US",6,-0.115239601969453
61059,0.795609498795837,"tmin",0.0446245004906319,0.100559674841763,"US",6,-0.07353635926936
61060,0.806946929725216,"tmin",0.0811698317344824,0.00120487061871057,"US",6,-0.093747157529235
61064,0.843822394771016,"tmin",0.0450229729527037,0.0528065931097955,"US",6,-0.169254496136018
61065,0.785437053427002,"tmin",0.0444377313341401,0.0554989629362512,"US",6,-0.163885033085043
61070,0.761078853849943,"tmin",0.036382470081883,0.13830461407719,"US",4,-0.163694125271491
61073,0.792274258630704,"tmin",0.0414712674507031,0.0741103322979818,"US",4,-0.041525468062474
61075,0.787141459155144,"tmin",0.0206935795839347,0.375152315067191,"US",6,-0.051553106747392
61084,0.767098897671042,"tmin",0.0457337818651436,0.066268950153922,"US",4,-0.0793225443125221
61089,0.799726755512672,"tmin",0.0480283647008173,0.0268158978982035,"US",6,-0.084112044893197
61090,0.80719648865584,"tmin",0.0419468863836664,0.0675085751395885,"US",6,-0.083840379963345
61091,0.81234364961005,"tmin",0.0467561375045476,0.024321619258083,"US",4,-0.103411791343873
61093,0.796140168564979,"tmin",0.0472381783503854,0.0325480005722129,"US",4,-0.088371517306568
61111,0.790147856908706,"tmin",0.078953672798109,0.00155964900337963,"US",6,-0.066482238659357
63010,0.78534233632583,"tmin",0.0487079616755225,0.0251482858199909,"US",3,-0.0373896316283575
63012,0.81204690591804,"tmin",0.0520715591246419,0.0215911365026232,"US",4,-0.145882726974889
63013,0.796194631901077,"tmin",0.0561147502321944,0.0138709322120889,"US",4,-0.213285399801856
63014,0.749801646839341,"tmin",0.0628878883368355,0.00667403894307671,"US",4,-0.132841700950148
63015,0.771824694593946,"tmin",0.0639965836848907,0.00460382240648928,"US",4,-0.150652906528669
63020,0.785907956503657,"tmin",0.0350296824491856,0.0981101155782633,"US",4,-0.066253603929339
63024,0.795032210914839,"tmin",0.0797561963423459,0.00139509315860379,"US",4,-0.0755189801665059
63025,0.717238445482161,"tmin",0.0595479497450118,0.0181643330075407,"US",4,-0.10638258191923
63030,0.794418812387966,"tmin",0.0790943611708682,0.000214706676965295,"US",4,-0.124198072665392
64001,0.817446169576083,"tmin",0.0481832475150935,0.101477522879444,"US",1,0.0391262910158909
64002,0.812977686690603,"tmin",0.0515792527891257,0.0837095009155936,"US",6,-0.07426974067242
64005,0.792497600215561,"tmin",0.0258720691574129,0.357745588229071,"US",7,-0.0602462007823961
64007,0.821610576876953,"tmin",0.0322974091045836,0.251364023650586,"US",6,-0.056005043176055
64008,0.786841833533008,"tmin",0.0309665469796472,0.269722153403426,"US",6,-0.11217108405083
64012,0.776832321669132,"tmin",0.040714652264091,0.15783730740723,"US",7,-0.266147363807512
64017,0.856471546285217,"tmin",0.0264617738826687,0.339952549288441,"US",7,-0.313932160136105
64019,0.817161191346331,"tmin",0.0451054156039562,0.0630005711327539,"US",6,-0.064066688958894
64023,0.830148852750345,"tmin",0.0463863503796473,0.0891709181263782,"US",7,-0.070318836962626
64026,0.797893531629458,"tmin",0.0563097465677421,0.0191092258634842,"US",7,-0.05740151989196
64032,0.843551692350151,"tmin",0.0351110474143653,0.122640149047132,"US",5,0.308143633325414
65009,0.777736201614593,"tmin",0.0889887168399853,0.00585100185140119,"Canada",41,-0.00510351940402798
65011,0.797085262524817,"tmin",0.073383909198345,0.0139576290486785,"Canada",21,0.00034261599849583
65013,0.790788583448327,"tmin",0.0981477080138599,0.00231792332562294,"Canada",21,0.00015304899783114
65014,0.749598450425509,"tmin",0.0919925291780961,0.0041325981189912,"Canada",21,0.0057645367730026
65018,0.737292586871636,"tmin",0.0377549826671866,0.20992572395729,"Canada",21,0.0052942304393021
65022,0.789785694241908,"tmin",0.0443088563058023,0.141596254047775,"Canada",41,-0.010479184735472
65027,0.791257018972935,"tmin",0.0855586848981724,0.00564074981749209,"Canada",41,-0.00200140358173295
65029,0.790420169361942,"tmin",0.0408622395420876,0.117627841207136,"Canada",41,-0.00529961925841194
65033,0.809251761165291,"tmin",0.0417000772484292,0.111454388955796,"Canada",41,-0.0374674552132011
65037,0.819787953582457,"tmin",0.0420122825363851,0.10147234025393,"Canada",21,0.0041964289459224
66002,0.800278601286999,"tmin",0.0759594251965884,0.00349528123967066,"US",6,-0.068103578514811
66008,0.747437207860355,"tmin",0.0696035951628723,0.00853344446774204,"US",6,-0.127302401492189
66017,0.766412572574194,"tmin",0.0616883649992191,0.00803782618313998,"US",2,0.09005168917731
66021,0.805295201635716,"tmin",0.0599113988420836,0.00850273451808805,"US",2,0.071562174764253
66035,0.773511693610804,"tmin",0.0632170524567677,0.00573914237209194,"US",6,-0.063817586243884
66040,0.765813033822127,"tmin",0.060406892052539,0.00691731482121186,"US",6,-0.076498306866854
66043,0.744511338757065,"tmin",0.0762662556082071,0.00103614318796242,"US",6,-0.152243752539618
66075,0.771257579515872,"tmin",0.0780149817321185,0.000747204089259379,"US",6,-0.111697344615018
66083,0.741794650161219,"tmin",0.0627425590550267,0.00425745655224284,"US",6,-0.09623799902574
67010,0.841572532856722,"tmin",0.0246451423776467,0.308810845421552,"US",5,0.415044282087556
67011,0.799252193334534,"tmin",0.0662241546886281,0.00486447561455811,"US",6,-0.054502193471634
67012,0.782833042542276,"tmin",0.0336119810781998,0.155359121535079,"US",6,-0.091145304284936
67014,0.818412269528915,"tmin",0.0313609626079757,0.187896158827067,"US",6,-0.145095993840498
67015,0.826391541503576,"tmin",0.0519169936546901,0.0227378828828586,"US",7,-0.147445310274624
67017,0.818092018570903,"tmin",0.0398316181136901,0.0851297250775554,"US",6,-0.109489065880199
67018,0.792803501349966,"tmin",0.0239293291256395,0.30633403146828,"US",6,-0.296201501610896
67020,0.798369811048334,"tmin",0.0415657536758507,0.0795755075966381,"US",6,-0.202541527069727
67021,0.823238746178424,"tmin",0.030131391231443,0.190926820625942,"US",6,-0.429840107376953
67022,0.795107369931253,"tmin",0.0557363069553062,0.0242263780360012,"US",6,-0.047489591411452
67023,0.825694330827463,"tmin",0.0487377881382746,0.0423478406916947,"US",2,0.0333627826314584
67024,0.793871271456878,"tmin",0.0470412588575739,0.0417660492296757,"US",7,-0.234220554586487
67027,0.749879659435441,"tmin",0.0261713966956501,0.267151500902181,"US",6,-0.232309209455513
67028,0.817479541056751,"tmin",0.0279957205108074,0.229230403462308,"US",2,0.0374801675538268
67034,0.753236855355925,"tmin",0.0305112480477492,0.110239712208683,"US",5,0.183500924938353
68005,0.815628021289595,"tmin",0.0213755867067072,0.569812645542732,"Canada",21,0.0322553661720389
68006,0.791505575628495,"tmin",0.0668700283323845,0.0623567350876638,"Canada",21,0.085452778064075
68007,0.814825535072849,"tmin",0.0232837618584236,0.477392963788825,"Canada",21,0.0105426973391683
68008,0.836528850496139,"tmin",0.0392697732906409,0.284224658702244,"Canada",25,-0.0283983475727729
68011,0.813708803542029,"tmin",0.0118585134361206,0.666442447135734,"Canada",21,0.00524219709143901
68012,0.828948238269959,"tmin",0.0404961830196469,0.176930303316745,"Canada",21,0.0047991810218753
68015,0.759336323269757,"tmin",0.0400605428955645,0.194988918566074,"Canada",21,0.0035270610040784
68020,0.761784844258592,"tmin",0.0332972087066913,0.425672883882092,"Canada",21,0.0108101619450871
68022,0.83940448444638,"tmin",0.0564766264491301,0.166079410333983,"Canada",21,0.0056467506224804
68025,0.822557195864048,"tmin",0.0401281715045225,0.254265848141035,"Canada",41,-0.003876605816241
68028,0.808706707347664,"tmin",0.0513317456275499,0.159089644281779,"Canada",41,-0.014225999751682
68035,0.813842539172619,"tmin",0.0723411611284785,0.0728893409263816,"Canada",41,-0.0121914456135539
68036,0.790866289185904,"tmin",0.0852554631385431,0.0389026493667257,"Canada",41,-0.00364354488890395
68037,0.826237008089653,"tmin",0.100471698883581,0.0244341885573522,"Canada",41,-0.00992227550851599
68049,0.80453836081828,"tmin",0.0684723619772183,0.0896895968601646,"Canada",21,0.000422220121624603
68050,0.764422528342446,"tmin",0.0161995182824188,0.640104487649731,"Canada",41,-0.00286582939494107
68052,0.805412746371814,"tmin",0.0384941991018707,0.277734090243033,"Canada",41,-0.007445794365049
68054,0.790604613514086,"tmin",0.0153998141441609,0.738070530148767,"Canada",21,0.00417961504179612
69003,0.8039059814561,"tmin",0.0236746974060788,0.386008126254982,"US",3,-0.119309029725182
69008,0.803146000274871,"tmin",0.0949180764867327,0.00133100178449484,"US",5,-0.360757572518758
69009,0.855940355762737,"tmin",-0.02485708168885,0.151819623434733,"US",4,-0.220061960892491
69018,0.745513353604425,"tmin",0.0243265245208584,0.249406997200033,"US",4,-0.183460588562682
69035,0.798829172819379,"tmin",0.116329864292246,6.83222147449744e-05,"US",7,0.204278375341146
69046,0.783163169198517,"tmin",0.0247890389414347,0.292832278704624,"US",7,0.125374755594177
69052,0.760852007744582,"tmin",0.0484127803138696,0.0692384933406159,"US",4,-0.143513013820422
72004,0.764586227304145,"tmin",0.0553340630759639,0.0158870765020443,"US",6,-0.085576123629038
72006,0.795374211726654,"tmin",0.045454600377275,0.0349155246285484,"US",4,-0.081222679892401
72010,0.775992881793164,"tmin",0.0624808767008739,0.00702435505640563,"US",4,-0.101916126973014
72013,0.798785314638662,"tmin",0.0393675931128318,0.0748061521684975,"US",3,-0.0525239299626718
72014,0.854960788093971,"tmin",0.0495158860178329,0.0191319911975116,"US",4,-0.0658728159564
72016,0.755235598517976,"tmin",0.066237829609871,0.0045307489086514,"US",4,-0.0952393842975899
72018,0.794080228113619,"tmin",0.0728935091890268,0.00186029856792567,"US",4,-0.07278397378297
72020,0.795129992532623,"tmin",0.0581708825601115,0.00581057002109155,"US",4,-0.097705541534853
72022,0.799012378476224,"tmin",0.05707936097762,0.0114303324194085,"US",6,-0.053538836386756
72023,0.810469864696662,"tmin",0.0549198907236095,0.010066885332061,"US",4,-0.0794421706962669
72024,0.787290482273305,"tmin",0.0729686928817137,0.00170039261940001,"US",4,-0.0671189979123169
72025,0.828888470136403,"tmin",0.0314743733998587,0.168632391240592,"US",6,-0.080704429109609
72028,0.753893368521904,"tmin",0.0477530675462078,0.027586620530492,"US",4,-0.061233121571445
72029,0.78066945779744,"tmin",0.054302647810716,0.0139600201996711,"US",4,-0.104588608886603
72030,0.772462645293715,"tmin",0.0416786680859366,0.0568887393719794,"US",2,0.0471337349366481
72033,0.779653662989068,"tmin",0.0460634985620482,0.0339544866311472,"US",4,-0.051152665031216
72035,0.830148035305153,"tmin",0.0638651353391859,0.00543321632808525,"US",2,0.0665333850231703
72036,0.838129791657532,"tmin",0.0702414047039216,0.00366561044689085,"US",2,0.0843972958829865
72038,0.800408634231418,"tmin",0.0501950965343501,0.0231119912317456,"US",2,0.055017370811156
72044,0.716632521615882,"tmin",0.0468079884080611,0.0284436637298158,"US",4,-0.114568137777875
72046,0.798430478396245,"tmin",0.0679503084803697,0.00211356932587272,"US",2,0.124817260977358
72052,0.839224492802639,"tmin",0.0657608475746259,0.00452793781405035,"US",2,0.0703091639397794
72054,0.817209862323139,"tmin",0.0569934537071777,0.0119532136707957,"US",2,0.0727797611271612
72058,0.787103186610967,"tmin",0.0859193239657632,0.000427763243690944,"US",4,-0.0729589976034181
72064,0.770273083522292,"tmin",0.0601149804309437,0.0110521204462781,"US",6,-0.065034247500068
72069,0.769420648796698,"tmin",0.0353890987744078,0.148475987917896,"US",6,-0.084556945794912
72070,0.806299114052913,"tmin",0.0483885682105606,0.025335783174704,"US",6,-0.09033162223049
72071,0.784556807411847,"tmin",0.0655474827593927,0.00622995523931003,"US",2,0.056687517901379
72072,0.757180902731951,"tmin",0.0543061024329036,0.0151812335579133,"US",6,-0.097273783084415
72079,0.786700149760043,"tmin",0.0707196788646119,0.00844154167986168,"US",6,-0.067578739200207
72083,0.798664055425406,"tmin",0.0849032302821188,0.000575124010028706,"US",2,0.0714581585064077
72085,0.787053025931485,"tmin",0.0922559330383438,0.000576749893343274,"US",2,0.0570530720732838
72088,0.78043093374085,"tmin",0.0450214587985685,0.0462277034147366,"US",6,-0.100164632594551
72090,0.8164498013988,"tmin",0.041786213367135,0.0556931489509162,"US",4,-0.059779751431756
72091,0.815005312158934,"tmin",0.0459001300717475,0.0374821924987572,"US",4,-0.049128042146511
75005,0.815489158503705,"tmin",0.0787348015170563,0.0232362606072245,"Canada",41,-0.00721021267437
75009,0.812961897673941,"tmin",0.0659142806212749,0.0388374730235958,"Canada",41,-0.00927140617063099
76001,0.778766626008235,"tmin",0.0292490072023763,0.379979179028382,"Canada",41,-0.00793923930457496
76002,0.730770186367749,"tmin",0.0406237424614107,0.188109731664311,"Canada",41,-0.0141835348572
76004,0.822320051154736,"tmin",0.0592691710654744,0.049793705131575,"Canada",21,0.0123119015047879
76005,0.831172179490615,"tmin",0.03041254230198,0.283423747591422,"Canada",21,0.0117706660783377
76008,0.811549415114316,"tmin",0.0393619004911162,0.19937824260782,"Canada",21,0.0406381633472604
76012,0.764006906086496,"tmin",0.0645724485118491,0.0726334838259159,"Canada",41,-0.00511750816876799
76022,0.807585373367024,"tmin",0.0283387163542263,0.377038120228451,"Canada",41,-0.0179238113775619
76023,0.840746770010845,"tmin",0.0305230359316298,0.284877126703607,"Canada",41,-0.00842452903521301
76040,0.732338865199025,"tmin",-0.0274943356354545,0.310385321875375,"Canada",41,-0.00466376408038394
76060,0.799605436632276,"tmin",0.0179187042896389,0.546096946560239,"Canada",41,-0.010892382184331
79031,0.767148951306824,"tmin",0.00580908840924135,0.868702414287532,"Canada",45,-0.00378037952126181
80005,0.766003694761152,"tmin",0.0269892865888319,0.198985370163924,"US",8,0.104579140842955
80011,0.772822840539192,"tmin",0.0535726747640626,0.0151794941189673,"US",6,-0.166093136971644
80018,0.797949906705734,"tmin",0.0663574544892684,0.00215326667891768,"US",4,-0.154043983307848
81001,0.84383097007885,"tmin",0.0394903528534105,0.127795399128521,"US",2,0.0829205956445828
81003,0.800397297171813,"tmin",0.018019133801776,0.492787099667496,"US",6,-0.096431341344265
81010,0.792379663965115,"tmin",0.0247675008713232,0.344621394250845,"US",6,-0.0402795683566809
81028,0.792139147928854,"tmin",0.00810317799937128,0.735055198520751,"US",6,-0.149897580624572
81030,0.815183606979786,"tmin",0.0337216967139887,0.14484994137696,"US",6,-0.076372064036147
81031,0.848477104714004,"tmin",0.0307980579929752,0.170110017890959,"US",5,0.041100667605284
81033,0.848749931143026,"tmin",0.014482766419274,0.544517558295284,"US",1,0.0173683802434674
81035,0.868961156084169,"tmin",0.000556987421376419,0.981050773099291,"US",7,0.251609955155044
82001,0.794211728356483,"tmin",0.0380923796814755,0.0743173882758434,"US",4,-0.0494477927861
82004,0.835329445178639,"tmin",0.00618077980346968,0.767919623082979,"US",6,-0.046373714324637
82007,0.747354535058618,"tmin",0.0663515762274065,0.00412016890180449,"US",6,-0.068164557093721
82009,0.785622270475384,"tmin",0.0316122099746912,0.150107835395708,"US",6,-0.084385027206149
82010,0.799931383393647,"tmin",0.00463256646195386,0.83276805533196,"US",6,-0.052334287671032
82015,0.726104779561268,"tmin",0.0489409752107417,0.0282941391340704,"US",4,-0.147235329149297
82016,0.797327042177708,"tmin",0.0375602844247236,0.1024733998763,"US",4,-0.056221054696495
82017,0.762020898469153,"tmin",0.053324823487164,0.0214851826175368,"US",4,-0.121562861279786
82018,0.76046136443578,"tmin",0.0482917817004192,0.0442411883793383,"US",4,-0.117137943279696
82020,0.819853149881533,"tmin",0.0303097937106581,0.161805102675252,"US",6,-0.0888189945087259
82023,0.801225180535169,"tmin",0.0282495136480835,0.158399220652767,"US",4,-0.109252527906113
82025,0.801415750632975,"tmin",0.0387597757073414,0.0709051577695392,"US",4,-0.156024844151502
82031,0.784030762160143,"tmin",0.107693299065406,6.23864212091903e-06,"US",4,-0.0850976824316799
82032,0.790984723763802,"tmin",0.0819651923058675,0.000325100507138838,"US",4,-0.114178473320941
82033,0.811385154400965,"tmin",0.0769214874602617,0.000298372888276505,"US",2,0.369084324687082
82040,0.791339438795808,"tmin",0.0722872982801628,0.000755021421909412,"US",4,-0.150679351147008
82041,0.801466692021132,"tmin",0.068328819644604,0.000911603932432488,"US",4,-0.211899942480538
82042,0.788028901904013,"tmin",0.0449628119399905,0.0293755927953236,"US",4,-0.0578371961297031
83011,0.797421785609856,"tmin",0.0127109979249389,0.442190743692321,"US",4,-0.180639544181143
83015,0.773332997684192,"tmin",0.00842122654568127,0.629336418479122,"US",5,0.15190494037559
83020,0.837561050308898,"tmin",0.0102909140641187,0.455883696677436,"US",8,0.23641400412638
83022,0.833814999884857,"tmin",0.0219664809040896,0.106512030339286,"US",4,-0.288840563699126
83024,0.782549322894964,"tmin",0.0186655035667857,0.248900126616172,"US",6,0.391459752834116
83025,0.784227050003463,"tmin",0.0407881046747395,0.0166134363562625,"US",6,0.262283069803317
83028,0.772742818885204,"tmin",0.0259106443332681,0.13091930978466,"US",5,0.549905006332911
83030,0.818657543700289,"tmin",0.0136308368245733,0.343041265818651,"US",5,0.266971630737337
83031,0.783492542398356,"tmin",-0.00274281854679438,0.864715626063646,"US",5,0.404001495965331
83032,0.811701585664366,"tmin",0.0371168732319478,0.0221854784169203,"US",4,-0.277354282818044
83033,0.802569886563221,"tmin",0.0340866634834163,0.0486399473906889,"US",4,-0.183815520927039
83042,0.841513333059006,"tmin",0.016453173828912,0.359156495637933,"US",5,0.413595087515121
83043,0.779900481458471,"tmin",0.0235754549655019,0.229716963106113,"US",5,0.412906845532658
83044,0.864698379378693,"tmin",0.0336332232289057,0.0556763807738404,"US",4,-0.20712187852807
83045,0.806714636775273,"tmin",0.0287897277116009,0.152307044136721,"US",4,-0.120433277517256
83048,0.82697419760503,"tmin",0.000196539032138021,0.992183709781451,"US",5,-0.156364787312904
83052,0.851755759717713,"tmin",0.0416787705642994,0.0220381994886366,"US",5,0.215462753950339
83054,0.755126384167121,"tmin",0.0247252480519835,0.204606175795823,"US",5,0.221811355448586
83058,0.744278612615826,"tmin",0.0320035294587752,0.119306434462791,"US",4,-0.159200529074313
83064,0.843963561279454,"tmin",0.0231508425725559,0.245134216828578,"US",7,0.255839926799074
83071,0.838397132995876,"tmin",0.0603042769874463,0.00279258583975436,"US",4,-0.069778528931918
83072,0.831827542225818,"tmin",0.0234321176394439,0.284280376883,"US",6,-0.258536205957844
83076,0.810695696868966,"tmin",0.0289841551309104,0.239206521789717,"US",7,0.207837176744479
83081,0.828453381303509,"tmin",0.0119648447453111,0.572572101522974,"US",7,-0.21239308012841
83082,0.842482511742698,"tmin",0.05409430251871,0.0159302309957055,"US",4,0.0116210985957426
83092,0.813409582341378,"tmin",0.0363656364592748,0.133365101141635,"US",5,0.25817416199544
83094,0.817727242607751,"tmin",0.00079063464613657,0.966738390331204,"US",5,0.532782489604647
85010,0.817298682604198,"tmin",0.0746352541997768,0.0105263728649214,"US",7,0.35418260128457
85011,0.790283354323633,"tmin",0.0836752158237756,0.00293612132478487,"US",5,-0.145765113857187
87014,0.754788441491229,"tmin",0.0673312789396731,0.00387623949568726,"US",2,0.0391928653560311
87015,0.774379531161198,"tmin",0.0671931048736832,0.00398985128884803,"US",2,0.0336128599262905
88003,0.827680701236758,"tmin",0.0523961227542879,0.0235977881587029,"US",2,0.0228470089191208
88004,0.806263391688753,"tmin",0.0461768017513867,0.0385033366098771,"US",6,-0.063956604313552
88005,0.765051005415525,"tmin",0.0670757209088013,0.00373606559280876,"US",2,0.0573331079792669
88007,0.750477586535585,"tmin",0.0564637785393268,0.0125019121246465,"US",2,0.0450605272366992
88014,0.85651090602087,"tmin",0.0524405203332434,0.0121278383186277,"US",4,-0.07573715379474
88021,0.780590300749375,"tmin",0.0660204158516373,0.00373764358543781,"US",4,-0.106595813502148
88023,0.791302720946325,"tmin",0.055845253135609,0.0139533380178031,"US",4,-0.093970307705068
88025,0.757747991260455,"tmin",0.0651359610274385,0.00673468004437199,"US",4,-0.136726901197475
88026,0.751174157999541,"tmin",0.0808586486112326,0.0011569485282702,"US",4,-0.078606981091544
88028,0.776568006416981,"tmin",0.0617090227616975,0.0129620412511107,"US",4,-0.163953755486301
88029,0.808508161041411,"tmin",0.0837183468488128,0.000772186535427127,"US",4,-0.125369499903082
88030,0.790579903697072,"tmin",0.086955099777187,0.000476815258865173,"US",4,-0.057310039088569
88041,0.750559364805507,"tmin",0.0691932458861793,0.00644285535786636,"US",6,-0.066611550726349
88042,0.788804017830938,"tmin",0.0821617638933786,0.00131383139400398,"US",6,-0.093743828032255
88043,0.723996655331319,"tmin",0.0418939914352535,0.058325987012189,"US",6,-0.089444044505599
88044,0.742798760206603,"tmin",0.0485602536741123,0.0271553772010697,"US",5,0.111077581060104
89001,0.834207360252207,"tmin",0.00726430679949297,0.762076784797659,"US",4,-0.326822569570661
89004,0.729234454400633,"tmin",0.0415724567420145,0.146960363166126,"US",3,-0.0432564220636121
89019,0.768137800050745,"tmin",0.0795593354547893,0.0117359196243831,"US",3,-0.092001565032698
89021,0.866154824975291,"tmin",0.0183869547901565,0.485323758187127,"US",6,-0.175145239518159
90001,0.750741648822513,"tmin",0.0587435661288891,0.00762536808592002,"US",6,-0.057571051982117
90024,0.812448745572893,"tmin",0.0369600318553932,0.0806534536558514,"US",2,0.039406084672397
90031,0.750216683374602,"tmin",0.0783593795130802,0.00116359031490391,"US",6,-0.028809523287935
90033,0.751979542597545,"tmin",0.108064358673123,4.24340758222326e-05,"US",2,0.026849604011621
90036,0.742034533353878,"tmin",0.0640443232213887,0.0066098853472924,"US",6,-0.0441976145055176
90046,0.763424387617459,"tmin",0.0805502339826691,0.000629820014888333,"US",2,0.0435337544796117
90048,0.798460174217674,"tmin",0.0547617037538565,0.0139473569332938,"US",2,0.0448116033031904
90051,0.781765707084998,"tmin",0.0531242836429489,0.0184151134205542,"US",2,0.11160890925877
91001,0.782976181267182,"tmin",0.0332536995365425,0.243817391916976,"US",8,0.261936126805442
91002,0.730581688141196,"tmin",0.0141315808367872,0.624557939395281,"US",6,-0.071243391990731
